Year-Tm,Year,Tm,Lg,G,W,L,W-L%,#Bat,R/G-hit,PA-hit,AB-hit,R-hit,H-hit,2B-hit,3B-hit,HR-hit,RBI-hit,SB-hit,CS-hit,BB-hit,SO-hit,BA-hit,OBP-hit,SLG-hit,OPS-hit,TB-hit,GDP-hit,HBP-hit,SH-hit,SF-hit,IBB-hit,LOB-hit,OPS+-hit,ERA-pitch,CG-pitch,SHO-pitch,SV-pitch,IP-pitch,H-pitch,R-pitch,ER-pitch,HR-pitch,BB-pitch,IBB-pitch,SO-pitch,HBP-pitch,BK-pitch,WP-pitch,BF-pitch,WHIP-pitch,H9-pitch,HR9-pitch,BB9-pitch,SO9-pitch,SO/W-pitch,ERA+-pitch,Winner
2014CIN,2014,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,5,3,44,1446.0,1282,612,576,163,507,33,1290,69,5,45,6067,1.237,8.0,1.0,3.2,8.0,2.54,103,False
2003LAD,2003,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,3,3,58,1457.2,1254,556,511,127,526,35,1289,40,5,50,6001,1.2209999999999999,7.7,0.8,3.2,8.0,2.45,128,False
2014WSN,2014,WSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,5,4,45,1470.2,1351,555,495,110,352,26,1288,51,2,37,6020,1.158,8.3,0.7,2.2,7.9,3.66,124,False
2016KCR,2016,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,3,0,41,1440.0,1433,712,674,206,517,8,1287,60,7,55,6182,1.354,9.0,1.3,3.2,8.0,2.49,102,False
2014SDP,2014,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,4,3,41,1438.1,1300,577,523,117,462,32,1284,46,4,57,6006,1.225,8.1,0.7,2.9,8.0,2.78,104,False
2014ARI,2014,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,2,1,35,1444.1,1467,742,683,154,469,43,1278,51,5,50,6162,1.34,9.1,1.0,2.9,8.0,2.72,88,False
2012LAD,2012,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,2,2,40,1450.0,1277,597,540,122,539,62,1276,45,2,46,6068,1.252,7.9,0.8,3.3,7.9,2.37,114,False
2010LAD,2010,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,4,4,41,1441.2,1323,692,643,134,539,75,1274,58,8,58,6141,1.2919999999999998,8.3,0.8,3.4,8.0,2.36,97,False
2009CHC,2009,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,3,2,40,1445.1,1329,672,617,160,586,46,1272,59,6,60,6177,1.325,8.3,1.0,3.6,7.9,2.17,116,False
2009LAD,2009,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,1,1,44,1473.1,1265,611,559,127,584,68,1272,57,2,76,6182,1.255,7.7,0.8,3.6,7.8,2.18,118,False
2016CHW,2016,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,7,1,43,1446.2,1422,715,662,185,521,30,1270,68,2,72,6196,1.3430000000000002,8.8,1.2,3.2,7.9,2.44,99,False
2018SFG,2018,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,1,1,36,1461.1,1387,699,642,156,524,37,1269,45,4,44,6191,1.308,8.5,1.0,3.2,7.8,2.42,97,False
2010CHC,2010,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,1,0,40,1436.2,1409,767,677,154,605,42,1268,65,6,46,6298,1.402,8.8,1.0,3.8,7.9,2.1,100,False
2011LAD,2011,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,7,2,40,1432.1,1287,612,567,132,507,48,1265,43,7,50,5997,1.253,8.1,0.8,3.2,7.9,2.5,104,False
2017PIT,2017,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,2,1,36,1440.2,1464,731,677,182,511,32,1262,58,2,58,6208,1.371,9.1,1.1,3.2,7.9,2.47,101,False
2013PIT,2013,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,3,0,55,1470.2,1299,577,535,101,515,26,1261,70,6,81,6147,1.2329999999999999,7.9,0.6,3.2,7.7,2.45,109,False
2015MIL,2015,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,1,0,40,1435.0,1432,737,682,176,517,36,1260,55,5,71,6148,1.358,9.0,1.1,3.2,7.9,2.44,93,False
2017ATL,2017,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,0,0,36,1441.1,1463,821,756,192,584,39,1258,70,5,58,6306,1.42,9.1,1.2,3.6,7.9,2.15,93,False
2013SFG,2013,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2,41,1447.1,1380,691,643,145,521,64,1256,50,4,60,6163,1.3130000000000002,8.6,0.9,3.2,7.8,2.41,87,False
2014PHI,2014,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,2,0,40,1468.1,1396,687,621,134,521,43,1255,69,1,49,6261,1.306,8.6,0.8,3.2,7.7,2.41,99,False
2013STL,2013,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,7,4,44,1459.2,1366,596,556,112,451,26,1254,64,1,33,6104,1.245,8.4,0.7,2.8,7.7,2.78,110,False
2015CIN,2015,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,2,1,35,1453.1,1436,754,702,177,544,42,1252,58,11,54,6271,1.3619999999999999,8.9,1.1,3.4,7.8,2.3,92,False
2006CHC,2006,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,2,1,29,1439.0,1396,834,758,210,687,44,1250,67,4,68,6366,1.4480000000000002,8.7,1.3,4.3,7.8,1.82,98,False
2018MIA,2018,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,1,0,30,1442.0,1388,809,763,192,605,73,1249,71,6,47,6236,1.382,8.7,1.2,3.8,7.8,2.06,81,False
2013CHW,2013,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5,1,40,1454.2,1424,723,646,182,509,24,1249,60,4,62,6214,1.329,8.8,1.1,3.1,7.7,2.45,106,False
2009FLA,2009,FLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,5,1,45,1446.0,1425,766,694,160,601,60,1248,45,5,59,6299,1.401,8.9,1.0,3.7,7.8,2.08,100,False
2014MIL,2014,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3,3,45,1457.2,1386,657,594,167,431,20,1246,42,2,44,6106,1.247,8.6,1.0,2.7,7.7,2.89,103,False
2014DET,2014,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,5,4,41,1454.0,1475,705,648,127,462,34,1244,42,9,43,6191,1.3319999999999999,9.1,0.8,2.9,7.7,2.69,97,False
2014OAK,2014,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,7,3,31,1463.1,1269,572,524,147,406,28,1244,48,1,59,5972,1.145,7.8,0.9,2.5,7.7,3.06,116,False
2016CIN,2016,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,2,1,28,1442.0,1457,854,787,258,636,31,1241,78,12,61,6348,1.4509999999999998,9.1,1.6,4.0,7.7,1.95,87,False
2010ATL,2010,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,2,0,41,1439.2,1326,629,571,126,505,64,1241,49,3,42,6052,1.272,8.3,0.8,3.2,7.8,2.46,110,False
2012NYM,2012,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,7,5,36,1434.0,1368,709,652,161,488,29,1240,40,3,40,6086,1.294,8.6,1.0,3.1,7.8,2.54,93,False
2008SFG,2008,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,4,2,41,1442.0,1416,759,701,147,652,59,1240,70,7,77,6341,1.4340000000000002,8.8,0.9,4.1,7.7,1.9,101,False
2012SFG,2012,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,5,4,53,1451.0,1361,649,593,142,489,42,1237,51,4,54,6138,1.275,8.4,0.9,3.0,7.7,2.53,96,False
2013WSN,2013,WSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,6,4,47,1445.2,1367,626,576,142,405,17,1236,48,8,43,6038,1.226,8.5,0.9,2.5,7.7,3.05,106,False
2017SFG,2017,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3,2,32,1452.0,1515,776,726,182,496,42,1234,50,3,55,6287,1.385,9.4,1.1,3.1,7.6,2.49,95,False
2013NYY,2013,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,7,3,49,1447.1,1452,671,634,171,437,34,1233,51,1,57,6128,1.305,9.0,1.1,2.7,7.7,2.82,102,False
2016PIT,2016,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,5,1,51,1450.2,1490,758,681,180,533,28,1232,68,7,71,6292,1.395,9.2,1.1,3.3,7.6,2.31,99,False
2012ATL,2012,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,5,4,47,1445.1,1310,600,549,145,464,40,1232,41,3,54,5991,1.227,8.2,0.9,2.9,7.7,2.66,117,False
2009ATL,2009,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,3,0,38,1462.2,1399,641,581,119,530,59,1232,49,6,40,6208,1.319,8.6,0.7,3.3,7.6,2.32,116,False
2019KCR,2019,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,1,1,37,1425.0,1525,869,824,221,582,25,1230,81,5,59,6307,1.479,9.6,1.4,3.7,7.8,2.11,92,False
2008ARI,2008,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,6,2,39,1434.2,1403,706,636,147,451,41,1229,68,3,59,6119,1.2919999999999998,8.8,0.9,2.8,7.7,2.73,116,False
2014PIT,2014,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,2,1,48,1456.1,1341,631,565,128,499,43,1228,88,3,71,6130,1.263,8.3,0.8,3.1,7.6,2.46,103,False
2016ATL,2016,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,1,1,39,1447.2,1414,779,725,177,547,55,1227,70,4,83,6250,1.355,8.8,1.1,3.4,7.6,2.24,92,False
2011CHC,2011,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,4,1,40,1434.1,1439,756,692,162,580,45,1224,53,5,51,6262,1.4080000000000001,9.0,1.0,3.6,7.7,2.11,90,False
2014STL,2014,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,8,5,55,1448.2,1321,603,564,123,470,35,1221,61,5,44,6069,1.236,8.2,0.8,2.9,7.6,2.6,104,False
2011CHW,2011,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,6,4,42,1460.0,1463,706,665,147,439,50,1220,44,4,55,6188,1.3030000000000002,9.0,0.9,2.7,7.5,2.78,106,False
2002HOU,2002,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2,2,43,1445.0,1423,695,643,151,546,78,1219,55,3,38,6205,1.3630000000000002,8.9,0.9,3.4,7.6,2.23,108,False
2015BOS,2015,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,3,1,40,1448.1,1486,753,698,178,478,17,1218,62,10,79,6225,1.3559999999999999,9.2,1.1,3.0,7.6,2.55,100,False
2013ARI,2013,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,6,2,38,1495.0,1460,695,651,176,485,42,1218,60,3,84,6338,1.301,8.8,1.1,2.9,7.3,2.51,99,False
2012STL,2012,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,4,2,42,1462.2,1420,648,603,134,436,28,1218,50,4,46,6158,1.2690000000000001,8.7,0.8,2.7,7.5,2.79,103,False
2011FLA,2011,FLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,7,4,40,1459.2,1403,702,641,149,500,72,1218,37,10,43,6200,1.304,8.7,0.9,3.1,7.5,2.44,99,False
2018DET,2018,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,0,0,37,1425.0,1423,796,728,216,491,20,1215,60,4,54,6130,1.3430000000000002,9.0,1.4,3.1,7.7,2.47,98,False
2015ARI,2015,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,1,1,44,1467.0,1450,713,660,182,500,45,1215,48,3,51,6257,1.329,8.9,1.1,3.1,7.5,2.43,102,False
2014BOS,2014,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,3,2,36,1465.2,1458,715,653,154,482,19,1213,47,5,51,6231,1.324,9.0,0.9,3.0,7.4,2.52,100,False
2014SFG,2014,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,8,3,46,1449.0,1305,614,564,133,389,35,1211,57,6,49,5947,1.169,8.1,0.8,2.4,7.5,3.11,99,False
2007CHC,2007,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,2,1,39,1446.2,1340,690,650,165,573,46,1211,59,3,42,6186,1.3219999999999998,8.3,1.0,3.6,7.5,2.11,115,False
2010HOU,2010,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,4,2,45,1439.1,1446,729,654,140,548,39,1210,40,9,57,6221,1.385,9.0,0.9,3.4,7.6,2.21,97,False
2013NYM,2013,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,4,2,40,1476.2,1442,684,621,152,458,38,1209,54,3,47,6249,1.287,8.8,0.9,2.8,7.4,2.64,95,False
2013KCR,2013,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,5,2,52,1448.1,1366,601,555,155,469,21,1208,41,4,60,6049,1.2670000000000001,8.5,1.0,2.9,7.5,2.58,120,False
2012SDP,2012,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,4,3,43,1435.0,1356,710,640,162,539,48,1205,48,8,49,6151,1.321,8.5,1.0,3.4,7.6,2.24,90,False
2008LAD,2008,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,5,4,35,1447.1,1381,648,592,123,480,58,1205,48,4,47,6127,1.286,8.6,0.8,3.0,7.5,2.51,114,False
2013LAA,2013,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24,4,2,41,1457.2,1475,737,687,167,533,36,1200,45,4,74,6298,1.3780000000000001,9.1,1.0,3.3,7.4,2.25,89,False
2012ARI,2012,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,4,2,39,1433.2,1432,688,628,155,417,18,1200,51,10,52,6063,1.29,9.0,1.0,2.6,7.5,2.88,104,False
2013PHI,2013,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,6,2,32,1436.1,1465,749,692,152,506,33,1199,62,6,48,6213,1.3719999999999999,9.2,1.0,3.2,7.5,2.37,87,False
2012PIT,2012,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,2,1,45,1433.1,1357,674,623,153,490,30,1192,45,3,45,6097,1.2890000000000001,8.5,1.0,3.1,7.5,2.43,97,False
2011HOU,2011,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,2,0,25,1435.0,1477,796,719,188,560,59,1191,53,9,39,6268,1.42,9.3,1.2,3.5,7.5,2.13,84,False
2001NYM,2001,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,6,3,48,1446.0,1418,713,655,186,438,60,1191,43,7,53,6107,1.284,8.8,1.2,2.7,7.4,2.72,102,False
2014MIA,2014,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,3,3,42,1457.2,1481,674,614,114,458,35,1190,49,4,56,6217,1.33,9.1,0.7,2.8,7.3,2.6,98,False
2010TBR,2010,TBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,6,3,51,1453.2,1347,649,611,175,478,34,1189,46,9,60,6103,1.255,8.3,1.1,3.0,7.4,2.49,103,False
2016OAK,2016,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,2,1,42,1433.2,1459,761,719,185,464,28,1188,50,3,70,6144,1.341,9.2,1.2,2.9,7.5,2.56,91,False
2009SDP,2009,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,2,1,45,1450.2,1422,769,705,167,603,58,1187,45,8,52,6273,1.396,8.8,1.0,3.7,7.4,1.97,87,False
2008TOR,2008,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,15,5,44,1446.1,1330,610,561,134,467,42,1184,67,4,51,6067,1.242,8.3,0.8,2.9,7.4,2.54,122,False
2007LAD,2007,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4,0,43,1450.0,1443,727,677,146,518,34,1184,38,5,44,6196,1.3519999999999999,9.0,0.9,3.2,7.3,2.29,106,False
2010PHI,2010,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,14,6,40,1456.2,1402,640,596,168,416,42,1183,57,5,26,6095,1.248,8.7,1.0,2.6,7.3,2.84,111,False
2010TEX,2010,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,7,0,46,1455.1,1355,687,636,162,551,24,1181,63,4,56,6213,1.31,8.4,1.0,3.4,7.3,2.14,114,False
2015OAK,2015,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,5,3,28,1445.0,1402,729,668,172,474,19,1179,47,4,62,6128,1.298,8.7,1.1,3.0,7.3,2.49,94,False
2013MIA,2013,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,2,1,36,1460.1,1376,646,602,121,526,58,1177,47,2,53,6166,1.3019999999999998,8.5,0.7,3.2,7.3,2.24,104,False
2012KCR,2012,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,2,1,44,1451.1,1504,746,693,163,542,44,1177,60,8,49,6251,1.41,9.3,1.0,3.4,7.3,2.17,98,False
2012BOS,2012,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,6,2,35,1443.0,1449,806,757,190,529,33,1176,66,11,42,6209,1.371,9.0,1.2,3.3,7.3,2.22,90,False
2013SDP,2013,SDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,3,1,40,1455.0,1407,700,643,156,525,31,1171,40,2,51,6179,1.328,8.7,1.0,3.2,7.2,2.23,86,False
2012HOU,2012,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,3,2,31,1423.1,1493,794,722,173,540,40,1170,48,6,75,6238,1.4280000000000002,9.4,1.1,3.4,7.4,2.17,89,False
2014KCR,2014,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3,2,53,1450.2,1386,624,565,128,440,14,1168,56,6,58,6101,1.2590000000000001,8.6,0.8,2.7,7.2,2.65,113,False
2010FLA,2010,FLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,5,2,39,1438.2,1433,717,654,134,549,42,1168,51,4,49,6217,1.3780000000000001,9.0,0.8,3.4,7.3,2.13,102,False
2012SEA,2012,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,8,6,43,1456.2,1359,651,609,166,449,39,1166,49,5,61,6062,1.2409999999999999,8.4,1.0,2.8,7.2,2.6,102,False
2015SFG,2015,SFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,7,4,41,1444.1,1344,627,599,155,431,28,1165,50,4,40,6009,1.229,8.4,1.0,2.7,7.3,2.7,103,False
2006LAA,2006,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04,5,3,50,1452.2,1410,732,652,158,471,27,1164,50,3,85,6149,1.295,8.7,1.0,2.9,7.2,2.47,112,False
2006MIN,2006,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,1,0,40,1439.1,1490,683,632,182,356,25,1164,36,3,40,6066,1.2830000000000001,9.3,1.1,2.2,7.3,3.27,114,False
2005HOU,2005,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,6,2,45,1443.0,1336,609,564,155,440,29,1164,59,8,38,6023,1.2309999999999999,8.3,1.0,2.7,7.3,2.65,121,False
2004ANA,2004,ANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,2,2,50,1454.1,1476,734,692,170,502,27,1164,44,7,61,6246,1.36,9.1,1.1,3.1,7.2,2.32,104,False
2015KCR,2015,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74,2,1,56,1451.2,1372,641,603,155,489,10,1160,52,2,62,6112,1.2819999999999998,8.5,1.0,3.0,7.2,2.37,112,False
2011OAK,2011,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,6,1,39,1447.2,1380,679,597,136,519,24,1160,41,3,53,6159,1.3119999999999998,8.6,0.8,3.2,7.2,2.24,109,False
2005PHI,2005,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,0,40,1435.0,1379,726,672,189,487,51,1159,72,9,36,6119,1.3,8.6,1.2,3.1,7.3,2.38,105,False
2018KCR,2018,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,2,0,33,1432.0,1542,833,787,205,549,28,1157,51,4,68,6284,1.46,9.7,1.3,3.5,7.3,2.11,88,False
2007LAA,2007,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,5,3,43,1434.2,1480,731,674,151,477,22,1156,51,5,69,6161,1.364,9.3,0.9,3.0,7.3,2.42,107,False
2015PHI,2015,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,1,1,35,1436.1,1592,809,749,191,488,37,1153,61,7,60,6332,1.4480000000000002,10.0,1.2,3.1,7.2,2.36,82,False
2009KCR,2009,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,10,5,34,1425.2,1486,842,765,166,600,28,1153,51,6,89,6265,1.463,9.4,1.0,3.8,7.3,1.92,92,False
